0.000000000000000000e+00,0.000000000000000000e+00,7.599999904632568359e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.000000029802322388e-01,-2.000000029802322388e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.199999868869781494e-01,4.199999868869781494e-01,3.499999940395355225e-01,3.499999940395355225e-01,-2.300000041723251343e-01,-2.300000041723251343e-01,1.800000071525573730e-01,-1.800000071525573730e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.700000047683715820e-01,8.700000047683715820e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.352405805140733719e-03,-8.171483932528644800e-05,7.509886026382446289e-01,1.724263129290193319e-04,5.929127801209688187e-04,-2.037581871263682842e-04,9.999997615814208984e-01,-2.573910057544708252e-01,-2.397916465997695923e-01,2.609914008644409478e-05,1.406211638823151588e-03,4.960950464010238647e-03,1.225903542945161462e-04,1.081189722754061222e-03,4.601627122610807419e-03,3.605461679399013519e-03,5.277390480041503906e-01,5.378847718238830566e-01,3.493302464485168457e-01,3.479725718498229980e-01,-2.549206912517547607e-01,-2.499120384454727173e-01,1.827174276113510132e-01,-1.835616677999496460e-01,-1.695433165878057480e-03,-1.074668485671281815e-03,8.255715947598218918e-04,-9.236292680725455284e-04,8.682788610458374023e-01,8.679911494255065918e-01,1.561905446578748524e-05,-1.740154038998298347e-05,3.810120688285678625e-04,3.142145578749477863e-04,1.976483035832643509e-04,-1.808296801755204797e-04
-4.812302999198436737e-03,1.050706487149000168e-05,7.377430200576782227e-01,2.887934097088873386e-04,8.034542552195489407e-04,-3.516659489832818508e-04,9.999995827674865723e-01,-3.192140758037567139e-01,-2.880830764770507812e-01,7.835573342163115740e-05,3.875958267599344254e-03,9.894747287034988403e-03,1.934185129357501864e-04,4.651844501495361328e-03,1.059087924659252167e-02,7.032406516373157501e-03,6.410114169120788574e-01,6.595328450202941895e-01,3.488503694534301758e-01,3.452446758747100830e-01,-2.736536860466003418e-01,-2.662014663219451904e-01,1.847022473812103271e-01,-1.862837225198745728e-01,-3.030286403372883797e-03,-3.325406927615404129e-03,1.500955782830715179e-03,-1.670709578320384026e-03,8.670592904090881348e-01,8.660728335380554199e-01,2.944183324871119112e-05,-3.621020005084574223e-05,8.865145500749349594e-04,6.023989408276975155e-04,3.681220405269414186e-04,-3.339009126648306847e-04
-7.011818233877420425e-03,5.124445306137204170e-04,7.226740717887878418e-01,3.142442437820136547e-04,1.041629118844866753e-03,-6.081197643652558327e-04,9.999992251396179199e-01,-3.793950974941253662e-01,-3.438429236412048340e-01,7.073505548760294914e-05,3.752346150577068329e-03,1.164136081933975220e-02,1.888994302134960890e-04,6.054589990526437759e-03,1.355952583253383636e-02,1.045896485447883606e-02,7.535841464996337891e-01,7.652399539947509766e-01,3.468109369277954102e-01,3.433814346790313721e-01,-2.910328805446624756e-01,-2.870557010173797607e-01,1.868928819894790649e-01,-1.881695985794067383e-01,-4.117274656891822815e-03,-6.927411071956157684e-03,2.188961254432797432e-03,-2.268503652885556221e-03,8.656400442123413086e-01,8.645781278610229492e-01,4.643247666535899043e-05,-5.225701897870749235e-05,1.332747982814908028e-03,1.022728742100298405e-03,5.293441354297101498e-04,-4.726228362414985895e-04
-8.690937422215938568e-03,1.379182911477982998e-03,7.063786387443542480e-01,2.575045218691229820e-04,1.394970924593508244e-03,-9.138868772424757481e-04,9.999985694885253906e-01,-4.323098063468933105e-01,-3.993335962295532227e-01,3.750397445401176810e-05,1.298288349062204361e-03,1.113958656787872314e-02,1.254027883987873793e-04,5.579578224569559097e-03,1.472753938287496567e-02,1.399791613221168518e-02,8.559585809707641602e-01,8.597513437271118164e-01,3.438401818275451660e-01,3.409901857376098633e-01,-3.087609410285949707e-01,-3.098063766956329346e-01,1.892749518156051636e-01,-1.894654482603073120e-01,-5.215429235249757767e-03,-1.086989138275384903e-02,2.903495449572801590e-03,-2.745636738836765289e-03,8.640784621238708496e-01,8.632089495658874512e-01,6.483021570602431893e-05,-6.738219235558062792e-05,1.747349509969353676e-03,1.475879456847906113e-03,6.887009949423372746e-04,-5.965176969766616821e-04
-9.641072712838649750e-03,2.478123176842927933e-03,6.885900497436523438e-01,1.491452421760186553e-04,1.968035241588950157e-03,-1.231323811225593090e-03,9.999973177909851074e-01,-4.715387821197509766e-01,-4.419002532958984375e-01,-1.486958353780210018e-06,-1.367888879030942917e-03,1.111816987395286560e-02,2.958439290523529053e-05,4.582265391945838928e-03,1.555773336440324783e-02,1.765808463096618652e-02,9.516782760620117188e-01,9.538057446479797363e-01,3.396009504795074463e-01,3.377852141857147217e-01,-3.246782422065734863e-01,-3.281682133674621582e-01,1.916180551052093506e-01,-1.902561932802200317e-01,-6.081616971641778946e-03,-1.365914568305015564e-02,3.601113567128777504e-03,-3.109803423285484314e-03,8.624840974807739258e-01,8.618291616439819336e-01,8.369926217710599303e-05,-8.252746192738413811e-05,2.158218296244740486e-03,1.948192249983549118e-03,8.431705064140260220e-04,-7.032256689853966236e-04
-9.596447460353374481e-03,3.737564431503415108e-03,6.699032187461853027e-01,-1.110085577238351107e-05,2.778780646622180939e-03,-1.522345701232552528e-03,9.999949932098388672e-01,-4.911625385284423828e-01,-4.615699648857116699e-01,-3.192263466189615428e-05,-2.941966988146305084e-03,1.287673320621252060e-02,-9.398456313647329807e-05,4.329555667936801910e-03,1.708209514617919922e-02,2.141575142741203308e-02,1.050508975982666016e+00,1.057385444641113281e+00,3.342717587947845459e-01,3.332938849925994873e-01,-3.353115916252136230e-01,-3.377977609634399414e-01,1.939002126455307007e-01,-1.907826960086822510e-01,-6.723428145051002502e-03,-1.489578932523727417e-02,4.279557615518569946e-03,-3.403756069019436836e-03,8.608000874519348145e-01,8.601875901222229004e-01,1.013189830700866878e-04,-9.758444502949714661e-05,2.537594176828861237e-03,2.332845237106084824e-03,9.938188595697283745e-04,-7.988574216142296791e-04
-8.178437128663063049e-03,5.123388953506946564e-03,6.528061032295227051e-01,-2.034552890108898282e-04,3.880087984725832939e-03,-1.789380097761750221e-03,9.999908804893493652e-01,-4.888656437397003174e-01,-4.653212130069732666e-01,-5.618622526526451111e-05,-2.957882359623908997e-03,1.647758297622203827e-02,-2.438301453366875648e-04,5.725160241127014160e-03,2.016357704997062683e-02,2.531956508755683899e-02,1.162977695465087891e+00,1.173998951911926270e+00,3.273965418338775635e-01,3.269954621791839600e-01,-3.394466042518615723e-01,-3.420220017433166504e-01,1.965952813625335693e-01,-1.915733069181442261e-01,-8.379915729165077209e-03,-1.762733422219753265e-02,5.035600159317255020e-03,-3.745613386854529381e-03,8.586534261703491211e-01,8.579548597335815430e-01,1.167834270745515823e-04,-1.113757680286653340e-04,2.744634170085191727e-03,2.530447207391262054e-03,1.156854326836764812e-03,-9.043458267115056515e-04
-4.645611625164747238e-03,6.486219819635152817e-03,6.428728699684143066e-01,-3.989933175034821033e-04,5.351176019757986069e-03,-2.035332843661308289e-03,9.999835491180419922e-01,-5.038177371025085449e-01,-4.865046441555023193e-01,-7.332236418733373284e-05,-3.658378496766090393e-03,1.940513961017131805e-02,-3.900302399415522814e-04,9.938878007233142853e-03,2.560727670788764954e-02,2.960320003330707550e-02,1.271305084228515625e+00,1.284379005432128906e+00,3.189479708671569824e-01,3.186560869216918945e-01,-3.547297418117523193e-01,-3.582548201084136963e-01,2.008308470249176025e-01,-1.940208077430725098e-01,-1.771253719925880432e-02,-2.844519168138504028e-02,6.106137763708829880e-03,-4.421128425747156143e-03,8.552600145339965820e-01,8.544533848762512207e-01,1.290351210627704859e-04,-1.225386076839640737e-04,2.577229868620634079e-03,2.295949961990118027e-03,1.374341198243200779e-03,-1.067156088538467884e-03
2.266730414703488350e-03,7.749364245682954788e-03,6.490842700004577637e-01,-5.099701229482889175e-04,8.844669908285140991e-03,-2.386979060247540474e-03,9.999579191207885742e-01,-5.771852731704711914e-01,-5.666344165802001953e-01,-1.286494516534730792e-04,-1.240066066384315491e-02,1.433174498379230499e-02,-4.742634482681751251e-04,1.303465850651264191e-02,2.933864668011665344e-02,3.555981442332267761e-02,1.301361799240112305e+00,1.309788942337036133e+00,3.012403547763824463e-01,3.020987510681152344e-01,-4.063761830329895020e-01,-4.117854237556457520e-01,2.072991579771041870e-01,-1.985965818166732788e-01,-3.772789984941482544e-02,-4.969814047217369080e-02,7.563964929431676865e-03,-5.470972042530775070e-03,8.487771749496459961e-01,8.482887744903564453e-01,1.417685707565397024e-04,-1.295374531764537096e-04,1.666015828959643841e-03,1.479270169511437416e-03,1.657499349676072598e-03,-1.287365099415183067e-03
2.115708962082862854e-02,8.819797076284885406e-03,6.837242245674133301e-01,-4.756548441946506500e-04,7.497312501072883606e-03,-2.683975500985980034e-03,9.999681711196899414e-01,-5.578030943870544434e-01,-5.579019188880920410e-01,1.767336652847006917e-05,-3.670305758714675903e-02,-5.479775369167327881e-03,-2.918933751061558723e-05,-1.787883788347244263e-02,8.451542817056179047e-03,3.977939113974571228e-02,1.162517428398132324e+00,1.161313056945800781e+00,3.434946835041046143e-01,3.440710902214050293e-01,-4.929734170436859131e-01,-4.983782172203063965e-01,2.135807424783706665e-01,-2.039829641580581665e-01,-4.584630206227302551e-02,-5.659662932157516479e-02,9.446034207940101624e-03,-7.028943393379449844e-03,8.581894636154174805e-01,8.575984239578247070e-01,1.901783398352563381e-04,-1.777932193363085389e-04,4.986803978681564331e-03,4.769667051732540131e-03,2.014552243053913116e-03,-1.560966367833316326e-03
4.062198847532272339e-02,9.719998575747013092e-03,7.128831148147583008e-01,-3.717409563250839710e-04,5.185862071812152863e-03,-2.961490303277969360e-03,9.999821186065673828e-01,-5.475220084190368652e-01,-5.510424375534057617e-01,1.643401774344965816e-04,-5.066767334938049316e-02,-1.475945021957159042e-02,5.590562359429895878e-04,-3.393191099166870117e-02,-6.569530814886093140e-04,3.920540213584899902e-02,1.071961641311645508e+00,1.070093631744384766e+00,3.856691718101501465e-01,3.858051598072052002e-01,-5.567885637283325195e-01,-5.608605742454528809e-01,2.187381833791732788e-01,-2.086969912052154541e-01,-5.345584079623222351e-02,-6.358706206083297729e-02,1.108611375093460083e-02,-8.459745906293392181e-03,8.677517175674438477e-01,8.670904040336608887e-01,2.344288222957402468e-04,-2.220551832579076290e-04,8.182677440345287323e-03,7.944196462631225586e-03,2.332555595785379410e-03,-1.817693468183279037e-03
6.043801084160804749e-02,1.052398886531591415e-02,7.374916672706604004e-01,-3.145222435705363750e-04,2.285429509356617928e-03,-3.225293010473251343e-03,9.999921321868896484e-01,-5.402850508689880371e-01,-5.448964834213256836e-01,3.460535663180053234e-04,-6.078053265810012817e-02,-2.181774377822875977e-02,8.802238153293728828e-04,-4.622197151184082031e-02,-7.086764089763164520e-03,3.590017184615135193e-02,1.003930091857910156e+00,1.001818180084228516e+00,4.276479184627532959e-01,4.272046089172363281e-01,-6.066321730613708496e-01,-6.096161007881164551e-01,2.230579555034637451e-01,-2.129285931587219238e-01,-6.125764176249504089e-02,-7.108493894338607788e-02,1.252316590398550034e-02,-9.802993386983871460e-03,8.775264024734497070e-01,8.767172098159790039e-01,2.752338768914341927e-04,-2.641408354975283146e-04,1.134476531296968460e-02,1.105918549001216888e-02,2.609368879348039627e-03,-2.062820596620440483e-03
8.048393577337265015e-02,1.126199029386043549e-02,7.578854560852050781e-01,-3.000554570462554693e-04,-9.705700795166194439e-04,-3.497549099847674370e-03,9.999933838844299316e-01,-5.336859226226806641e-01,-5.389673113822937012e-01,4.831623227801173925e-04,-6.904276460409164429e-02,-2.840859442949295044e-02,9.565292857587337494e-04,-5.743349343538284302e-02,-1.364589482545852661e-02,3.086985833942890167e-02,9.464446306228637695e-01,9.443960189819335938e-01,4.692651033401489258e-01,4.685536026954650879e-01,-6.466059088706970215e-01,-6.490181684494018555e-01,2.266767472028732300e-01,-2.166565209627151489e-01,-6.908390671014785767e-02,-7.882628589868545532e-02,1.377963833510875702e-02,-1.104706246405839920e-02,8.874775171279907227e-01,8.865507841110229492e-01,3.140000044368207455e-04,-3.042175376322120428e-04,1.449186634272336960e-02,1.416952628642320633e-02,2.847552765160799026e-03,-2.292599529027938843e-03
1.006938964128494263e-01,1.195353083312511444e-02,7.741936445236206055e-01,-3.180840576533228159e-04,-4.477974027395248413e-03,-3.781835781410336494e-03,9.999827742576599121e-01,-5.270344018936157227e-01,-5.329698324203491211e-01,5.597774870693683624e-04,-7.663960754871368408e-02,-3.475469723343849182e-02,8.510566549375653267e-04,-6.895729899406433105e-02,-2.087621763348579407e-02,2.461803890764713287e-02,8.952032327651977539e-01,8.929305672645568848e-01,5.104290843009948730e-01,5.097719430923461914e-01,-6.790654659271240234e-01,-6.810812950134277344e-01,2.296443283557891846e-01,-2.198057770729064941e-01,-7.640570402145385742e-02,-8.621335029602050781e-02,1.487480383366346359e-02,-1.216906029731035233e-02,8.976680040359497070e-01,8.966786265373229980e-01,3.512604453135281801e-04,-3.425980103202164173e-04,1.765202172100543976e-02,1.730822958052158356e-02,3.049590857699513435e-03,-2.499361522495746613e-03
1.210232451558113098e-01,1.261851657181978226e-02,7.864798307418823242e-01,-3.535550495143979788e-04,-8.212957531213760376e-03,-4.069094546139240265e-03,9.999579191207885742e-01,-5.200712680816650391e-01,-5.266388058662414551e-01,6.170217529870569706e-04,-8.406946808099746704e-02,-4.097780585289001465e-02,6.468883948400616646e-04,-8.127129077911376953e-02,-2.883073501288890839e-02,1.753756962716579437e-02,8.478651642799377441e-01,8.454086184501647949e-01,5.511817336082458496e-01,5.506330132484436035e-01,-7.053365707397460938e-01,-7.071626186370849609e-01,2.319493293762207031e-01,-2.223562747240066528e-01,-8.255622535943984985e-02,-9.257893264293670654e-02,1.580690778791904449e-02,-1.315440610051155090e-02,9.081327915191650391e-01,9.070971608161926270e-01,3.870851360261440277e-04,-3.796651435550302267e-04,2.085348032414913177e-02,2.049353718757629395e-02,3.215937409549951553e-03,-2.678868593648076057e-03
1.414237469434738159e-01,1.326695177704095840e-02,7.947673797607421875e-01,-3.948061785195022821e-04,-1.208876073360443115e-02,-4.361135885119438171e-03,9.999173283576965332e-01,-5.128766298294067383e-01,-5.203262567520141602e-01,6.435441318899393082e-04,-9.175624698400497437e-02,-4.703792184591293335e-02,4.065615648869425058e-04,-9.494479745626449585e-02,-3.739267960190773010e-02,9.890596382319927216e-03,8.035103082656860352e-01,8.009455800056457520e-01,5.913999080657958984e-01,5.911371111869812012e-01,-7.264558672904968262e-01,-7.282481193542480469e-01,2.335909307003021240e-01,-2.242183834314346313e-01,-8.688092231750488281e-02,-9.725525975227355957e-02,1.658361591398715973e-02,-1.398490276187658310e-02,9.188634157180786133e-01,9.178197979927062988e-01,4.217428795527666807e-04,-4.152847686782479286e-04,2.410400658845901489e-02,2.374032512307167053e-02,3.348319325596094131e-03,-2.826360287144780159e-03
1.618649661540985107e-01,1.391321513801813126e-02,7.990726828575134277e-01,-4.345196357462555170e-04,-1.609753444790840149e-02,-4.647942725569009781e-03,9.998595118522644043e-01,-5.056329965591430664e-01,-5.139223337173461914e-01,6.828014156781136990e-04,-9.992798417806625366e-02,-5.302528291940689087e-02,1.717280101729556918e-04,-1.101882830262184143e-01,-4.657542333006858826e-02,1.887014601379632950e-03,7.619506120681762695e-01,7.589821219444274902e-01,6.310766339302062988e-01,6.309609413146972656e-01,-7.432386875152587891e-01,-7.450820207595825195e-01,2.345406115055084229e-01,-2.253959774971008301e-01,-8.876388520002365112e-02,-9.962204843759536743e-02,1.720035076141357422e-02,-1.465415582060813904e-02,9.298670291900634766e-01,9.287950396537780762e-01,4.549593140836805105e-04,-4.495728644542396069e-04,2.740818820893764496e-02,2.703613042831420898e-02,3.447208553552627563e-03,-2.939079655334353447e-03
1.823427081108093262e-01,1.456669531762599945e-02,7.994176149368286133e-01,-4.614364588633179665e-04,-2.022523619234561920e-02,-4.930734634399414062e-03,9.997831583023071289e-01,-4.980980157852172852e-01,-5.075110197067260742e-01,7.230870542116463184e-04,-1.087728738784790039e-01,-5.903763696551322937e-02,7.025621016509830952e-06,-1.274121999740600586e-01,-5.636465921998023987e-02,-6.485872901976108551e-03,7.226980924606323242e-01,7.191645503044128418e-01,6.699947118759155273e-01,6.700791120529174805e-01,-7.562383413314819336e-01,-7.581709623336791992e-01,2.348014712333679199e-01,-2.258289009332656860e-01,-8.761981874704360962e-02,-9.910389035940170288e-02,1.766528189182281494e-02,-1.515296753495931625e-02,9.411108493804931641e-01,9.400265812873840332e-01,4.866532981395721436e-04,-4.821227630600333214e-04,3.076616860926151276e-02,3.038313426077365875e-02,3.514370182529091835e-03,-3.014257876202464104e-03
2.028590440750122070e-01,1.523780263960361481e-02,7.958136200904846191e-01,-4.685208550654351711e-04,-2.449235506355762482e-02,-5.203176289796829224e-03,9.996863603591918945e-01,-4.904013574123382568e-01,-5.010129213333129883e-01,7.869428955018520355e-04,-1.184443235397338867e-01,-6.496817618608474731e-02,-5.413111648522317410e-05,-1.465903222560882568e-01,-6.645075976848602295e-02,-1.524627674371004105e-02,6.862365603446960449e-01,6.818415522575378418e-01,7.081795334815979004e-01,7.082119584083557129e-01,-7.655531167984008789e-01,-7.676751017570495605e-01,2.343512475490570068e-01,-2.254912704229354858e-01,-8.287767320871353149e-02,-9.516304731369018555e-02,1.797753013670444489e-02,-1.547458861023187637e-02,9.525690078735351562e-01,9.514526724815368652e-01,5.165153415873646736e-04,-5.126774776726961136e-04,3.416054695844650269e-02,3.377158567309379578e-02,3.549218876287341118e-03,-3.050057450309395790e-03
